permutation,null_clock_median_lambda
7116,0.5766
7117,0.5181
7118,0.4270
7119,0.4720
7120,0.4844
7121,0.4998
7122,0.4498
7123,0.4517
7124,0.4623
7125,0.5393
7126,0.4588
7127,0.5113
7128,0.6428
7129,0.4973
7130,0.4033
7131,0.5017
7132,0.4471
7133,0.5128
7134,0.4923
7135,0.4990
7136,0.5104
7137,0.4286
7138,0.4939
7139,0.4964
7140,0.4498
7141,0.3909
7142,0.5336
7143,0.5767
7144,0.6062
7145,0.4504
7146,0.5269
7147,0.5634
7148,0.5004
7149,0.4786
7150,0.6289
7151,0.3903
7152,0.4730
7153,0.5279
7154,0.4528
7155,0.4220
7156,0.5230
7157,0.4519
7158,0.5949
7159,0.4238
7160,0.4469
7161,0.4833
7162,0.5706
7163,0.5426
7164,0.5630
7165,0.4377
7166,0.4819
7167,0.5255
7168,0.4938
7169,0.4258
7170,0.4843
7171,0.4426
7172,0.4846
7173,0.4544
7174,0.4373
7175,0.4898
7176,0.4673
7177,0.5581
7178,0.5181
7179,0.4668
7180,0.5442
7181,0.4990
7182,0.4730
7183,0.5520
7184,0.5224
7185,0.3514
7186,0.4052
7187,0.4748
7188,0.5111
7189,0.5686
7190,0.6297
7191,0.5514
7192,0.5002
7193,0.5087
7194,0.5525
7195,0.4246
7196,0.4137
7197,0.5523
7198,0.4696
7199,0.5342
7200,0.5572
7201,0.4751
7202,0.5321
7203,0.5831
7204,0.5812
7205,0.4912
7206,0.5265
7207,0.4909
7208,0.5803
7209,0.4114
7210,0.5554
7211,0.4779
7212,0.5430
7213,0.4823
7214,0.4320
7215,0.5011
7216,0.4103
7217,0.5000
7218,0.5324
7219,0.5296
7220,0.4848
7221,0.4019
7222,0.4044
7223,0.3739
7224,0.4036
7225,0.4963
7226,0.4904
7227,0.4483
7228,0.5336
7229,0.4819
7230,0.4341
7231,0.5308
7232,0.4288
7233,0.4567
7234,0.5357
7235,0.4930
7236,0.5709
7237,0.5599
7238,0.5645
7239,0.5130
7240,0.5409
7241,0.6089
7242,0.4365
7243,0.5570
7244,0.4323
7245,0.5604
7246,0.4565
7247,0.5395
7248,0.4268
7249,0.4272
7250,0.5137
7251,0.4658
7252,0.4467
7253,0.5696
7254,0.5743
7255,0.4447
7256,0.5660
7257,0.5739
7258,0.5222
7259,0.4709
7260,0.5100
7261,0.5169
7262,0.4731
7263,0.4971
7264,0.5153
7265,0.5134
7266,0.5262
7267,0.5997
7268,0.4037
7269,0.4537
7270,0.5754
7271,0.4846
7272,0.4488
7273,0.4532
7274,0.3931
7275,0.5668
7276,0.4872
7277,0.5417
7278,0.4612
7279,0.4493
7280,0.5114
7281,0.4489
7282,0.4642
7283,0.4645
7284,0.5398
7285,0.5268
7286,0.4306
7287,0.4688
7288,0.3535
7289,0.5953
7290,0.3744
7291,0.5611
7292,0.4437
7293,0.5101
7294,0.5565
7295,0.5423
7296,0.5028
7297,0.4093
7298,0.4377
7299,0.6167
7300,0.4424
7301,0.5106
7302,0.4754
7303,0.4654
7304,0.4916
7305,0.5056
7306,0.4975
7307,0.4361
7308,0.4647
7309,0.5074
7310,0.5119
7311,0.5604
7312,0.4511
7313,0.4535
7314,0.4733
7315,0.4002
7316,0.3295
7317,0.5069
7318,0.4623
7319,0.4565
7320,0.5401
7321,0.4847
7322,0.5456
7323,0.5247
7324,0.5948
7325,0.5797
7326,0.5468
7327,0.5075
7328,0.4657
7329,0.5019
7330,0.4797
7331,0.4833
7332,0.4667
7333,0.4759
7334,0.5222
7335,0.4716
7336,0.5021
7337,0.5397
7338,0.5897
7339,0.5249
7340,0.5732
7341,0.5537
7342,0.5091
7343,0.5337
7344,0.4686
7345,0.3985
7346,0.5142
7347,0.4508
7348,0.5896
7349,0.4869
7350,0.5130
7351,0.5168
7352,0.4276
7353,0.4903
7354,0.5263
7355,0.5190
7356,0.4938
7357,0.5124
7358,0.4178
7359,0.4903
7360,0.4264
7361,0.3306
7362,0.4380
7363,0.5199
7364,0.4423
7365,0.5413
7366,0.5746
7367,0.4821
7368,0.5331
7369,0.6177
7370,0.5230
7371,0.4768
7372,0.5605
7373,0.4977
7374,0.5109
7375,0.5108
7376,0.4989
7377,0.5089
7378,0.5491
7379,0.4884
7380,0.5276
7381,0.6013
7382,0.4844
7383,0.5878
7384,0.5692
7385,0.4260
7386,0.5498
7387,0.4352
7388,0.4978
7389,0.5574
7390,0.5376
7391,0.5187
7392,0.5968
7393,0.5517
7394,0.5705
7395,0.4949
7396,0.4522
7397,0.5440
7398,0.5170
7399,0.4825
7400,0.4656
7401,0.4403
7402,0.5501
7403,0.5565
7404,0.5656
7405,0.3923
7406,0.6313
7407,0.4612
7408,0.5123
7409,0.4543
7410,0.4486
7411,0.4138
7412,0.4081
7413,0.3682
7414,0.5272
7415,0.4618
7416,0.4896
7417,0.5276
7418,0.5176
7419,0.4770
7420,0.4752
7421,0.5727
7422,0.5345
7423,0.4539
7424,0.4909
7425,0.4345
7426,0.5182
7427,0.4993
7428,0.4755
7429,0.5478
7430,0.2952
7431,0.5520
7432,0.4155
7433,0.4936
7434,0.5464
7435,0.4224
7436,0.5001
7437,0.5055
7438,0.5001
7439,0.5418
7440,0.3959
7441,0.4098
7442,0.4800
7443,0.4735
7444,0.3936
7445,0.4382
7446,0.3856
7447,0.5632
7448,0.4532
7449,0.4724
7450,0.4665
7451,0.4645
7452,0.4750
7453,0.5726
7454,0.4241
7455,0.4600
7456,0.5489
7457,0.5228
7458,0.4718
7459,0.3860
7460,0.5587
7461,0.4995
7462,0.4707
7463,0.4390
7464,0.5218
7465,0.4341
7466,0.4330
7467,0.3666
7468,0.4878
7469,0.5264
7470,0.5140
7471,0.5041
7472,0.5991
7473,0.4479
7474,0.5813
7475,0.3991
7476,0.4469
7477,0.4723
7478,0.5162
7479,0.5261
7480,0.5844
7481,0.4507
7482,0.3772
7483,0.5502
7484,0.5204
7485,0.4905
7486,0.4394
7487,0.5879
7488,0.4557
7489,0.5274
7490,0.4941
7491,0.4981
7492,0.5529
7493,0.4195
7494,0.5127
7495,0.5364
7496,0.5342
7497,0.4230
7498,0.4948
7499,0.5165
7500,0.4723
7501,0.4514
7502,0.5236
7503,0.5855
7504,0.5309
7505,0.5608
7506,0.4828
7507,0.5815
7508,0.5468
7509,0.4246
7510,0.5727
7511,0.5359
7512,0.5984
7513,0.5329
7514,0.4537
7515,0.5739
7516,0.3905
7517,0.4541
7518,0.4864
7519,0.5693
7520,0.5017
7521,0.5247
7522,0.5118
7523,0.5432
7524,0.4765
7525,0.5466
7526,0.5419
7527,0.4867
7528,0.4791
7529,0.5386
7530,0.4224
7531,0.4863
7532,0.4958
7533,0.4879
7534,0.5129
7535,0.4869
7536,0.5653
7537,0.5624
7538,0.4821
7539,0.4708
7540,0.4830
7541,0.5692
7542,0.5033
7543,0.5151
7544,0.5390
7545,0.4444
7546,0.4729
7547,0.5230
7548,0.4308
7549,0.4721
7550,0.5425
7551,0.4551
7552,0.5564
7553,0.4324
7554,0.4339
7555,0.5245
7556,0.5345
7557,0.5082
7558,0.3799
7559,0.4355
7560,0.4536
7561,0.5685
7562,0.4295
7563,0.5328
7564,0.4937
7565,0.5013
7566,0.5301
7567,0.4166
7568,0.4898
7569,0.4739
7570,0.6050
7571,0.4486
7572,0.4930
7573,0.4993
7574,0.5114
7575,0.4516
7576,0.4543
7577,0.5240
7578,0.5327
7579,0.4417
7580,0.5378
7581,0.6011
7582,0.5484
7583,0.5721
7584,0.4586
7585,0.4713
7586,0.5287
7587,0.5781
7588,0.4866
7589,0.5616
7590,0.5345
7591,0.5660
7592,0.5948
7593,0.4258
7594,0.5683
7595,0.6156
7596,0.4842
7597,0.3915
7598,0.4456
7599,0.4173
7600,0.5746
7601,0.4763
7602,0.4717
7603,0.5819
7604,0.5675
7605,0.5771
7606,0.4423
7607,0.4774
7608,0.4658
7609,0.4638
7610,0.5406
7611,0.4390
7612,0.4050
7613,0.4971
7614,0.4756
7615,0.4406
7616,0.5471
7617,0.5180
7618,0.4090
7619,0.4874
7620,0.5792
7621,0.4963
7622,0.6024
7623,0.5150
7624,0.5582
7625,0.5432
7626,0.4678
7627,0.4374
7628,0.5058
7629,0.4592
7630,0.4065
7631,0.5126
7632,0.5311
7633,0.4684
7634,0.5755
7635,0.4266
7636,0.4749
7637,0.5018
7638,0.6080
7639,0.3814
7640,0.4546
7641,0.5296
7642,0.5888
7643,0.4738
7644,0.5171
7645,0.6200
7646,0.4641
7647,0.4821
7648,0.4715
7649,0.6281
7650,0.5119
7651,0.4950
7652,0.5006
7653,0.5592
7654,0.5007
7655,0.5316
7656,0.5991
7657,0.5927
7658,0.4507
7659,0.4685
7660,0.5397
7661,0.4777
7662,0.4753
7663,0.5213
7664,0.4619
7665,0.5044
7666,0.4566
7667,0.5783
7668,0.3656
7669,0.4430
7670,0.4473
7671,0.4411
7672,0.4360
7673,0.4154
7674,0.5743
7675,0.5675
7676,0.5553
7677,0.4949
7678,0.4269
7679,0.4778
7680,0.6441
7681,0.4587
7682,0.5073
7683,0.5383
7684,0.4134
7685,0.4516
7686,0.5625
7687,0.3765
7688,0.5514
7689,0.4024
7690,0.5551
7691,0.4867
7692,0.5171
7693,0.3964
7694,0.4444
7695,0.4670
7696,0.4838
7697,0.4994
7698,0.5074
7699,0.5486
7700,0.5473
7701,0.4855
7702,0.5149
7703,0.5353
7704,0.6070
7705,0.4560
7706,0.4640
7707,0.4813
7708,0.5979
7709,0.4748
7710,0.5794
7711,0.5102
7712,0.4884
7713,0.6028
7714,0.4143
7715,0.4072
7716,0.5183
7717,0.5209
7718,0.3732
7719,0.5038
7720,0.5256
7721,0.4057
7722,0.5137
7723,0.5797
7724,0.4816
7725,0.5476
7726,0.5154
7727,0.4702
7728,0.4665
7729,0.5539
7730,0.4519
7731,0.4748
7732,0.4839
7733,0.4889
7734,0.3875
7735,0.4688
7736,0.4438
7737,0.5080
7738,0.5405
7739,0.5028
7740,0.5517
7741,0.5822
7742,0.4901
7743,0.5147
7744,0.5186
7745,0.5799
7746,0.3913
7747,0.4763
7748,0.4914
7749,0.5022
7750,0.5200
7751,0.4604
7752,0.4531
7753,0.5468
7754,0.6052
7755,0.4295
7756,0.4533
7757,0.4745
7758,0.4081
7759,0.6291
7760,0.6224
7761,0.5806
7762,0.4687
7763,0.4272
7764,0.5353
7765,0.6123
7766,0.5144
7767,0.5029
7768,0.5974
7769,0.4380
7770,0.4760
7771,0.6082
7772,0.4562
7773,0.5152
7774,0.4447
7775,0.5160
7776,0.4789
7777,0.5182
7778,0.4667
7779,0.4902
7780,0.5316
7781,0.4523
7782,0.5545
7783,0.4828
7784,0.5540
7785,0.4961
7786,0.4371
7787,0.4727
7788,0.6519
7789,0.5714
7790,0.4484
7791,0.4382
7792,0.4510
7793,0.5465
7794,0.5131
7795,0.4418
7796,0.5232
7797,0.4203
7798,0.5100
7799,0.4881
7800,0.4879
7801,0.4478
7802,0.5023
7803,0.5881
7804,0.5617
7805,0.4324
7806,0.4971
7807,0.4731
7808,0.5469
7809,0.4808
7810,0.4236
7811,0.4903
7812,0.4268
7813,0.4616
7814,0.4979
7815,0.4545
7816,0.4264
7817,0.4511
7818,0.5867
7819,0.5166
7820,0.5655
7821,0.5750
7822,0.5283
7823,0.3575
7824,0.5307
7825,0.5724
7826,0.4556
7827,0.5068
7828,0.3853
7829,0.5056
7830,0.4632
7831,0.5263
7832,0.4985
7833,0.5017
7834,0.4787
7835,0.5980
7836,0.5019
7837,0.5285
7838,0.5344
7839,0.5550
7840,0.4685
7841,0.4348
7842,0.5814
7843,0.4774
7844,0.5390
7845,0.4570
7846,0.5691
7847,0.5789
7848,0.4157
7849,0.4022
7850,0.4805
7851,0.4654
7852,0.4234
7853,0.4719
7854,0.4382
7855,0.4037
7856,0.5057
7857,0.5133
7858,0.4804
7859,0.5781
7860,0.5272
7861,0.4903
7862,0.4262
7863,0.4564
7864,0.4972
7865,0.5437
7866,0.4514
7867,0.4702
7868,0.5632
7869,0.4246
7870,0.5285
7871,0.4803
7872,0.4194
7873,0.5051
7874,0.5272
7875,0.4443
7876,0.5198
7877,0.5405
7878,0.4890
7879,0.4693
7880,0.3967
7881,0.3710
7882,0.6023
7883,0.5414
7884,0.5090
7885,0.5825
7886,0.5144
7887,0.4156
7888,0.5189
7889,0.5094
7890,0.4968
7891,0.5661
7892,0.5288
7893,0.5902
7894,0.5094
7895,0.5318
7896,0.5181
7897,0.4385
7898,0.4885
7899,0.4621
7900,0.5383
7901,0.5066
7902,0.4967
7903,0.5017
7904,0.6028
7905,0.4814
7906,0.4717
7907,0.5402
7908,0.4899
7909,0.5451
7910,0.5273
7911,0.4933
7912,0.5226
7913,0.4243
7914,0.5200
7915,0.5286
7916,0.3692
7917,0.4206
7918,0.3946
7919,0.4559
7920,0.4325
7921,0.5473
7922,0.5171
7923,0.5316
7924,0.5089
7925,0.5455
7926,0.5059
7927,0.3438
7928,0.4967
7929,0.5090
7930,0.4982
7931,0.5215
7932,0.4696
7933,0.3962
7934,0.4517
7935,0.4244
7936,0.4720
7937,0.4443
7938,0.5299
7939,0.4349
7940,0.6245
7941,0.4658
7942,0.4591
7943,0.5469
7944,0.5506
7945,0.5660
7946,0.4844
7947,0.5104
7948,0.5169
7949,0.4884
7950,0.4789
7951,0.3979
7952,0.4220
7953,0.4563
7954,0.4408
7955,0.5445
7956,0.5210
7957,0.4844
7958,0.3518
7959,0.5670
7960,0.3798
7961,0.4766
7962,0.4514
7963,0.5517
7964,0.4103
7965,0.5109
7966,0.5500
7967,0.5103
7968,0.4941
7969,0.4887
7970,0.4069
7971,0.4714
7972,0.5742
7973,0.4002
7974,0.3710
7975,0.4649
7976,0.5410
7977,0.4339
7978,0.4653
7979,0.5343
7980,0.5010
7981,0.4085
7982,0.5424
7983,0.5232
7984,0.5303
7985,0.5018
7986,0.5465
7987,0.4691
7988,0.5376
7989,0.5443
7990,0.4398
7991,0.5584
7992,0.4663
7993,0.5524
7994,0.4219
7995,0.5117
7996,0.4300
7997,0.5217
7998,0.5403
7999,0.5044
8000,0.4636
8001,0.4721
8002,0.5348
8003,0.4932
8004,0.5224
8005,0.4361
8006,0.3933
8007,0.4502
8008,0.4348
8009,0.4987
8010,0.5362
8011,0.5423
8012,0.5856
8013,0.4459
8014,0.4958
8015,0.4636
8016,0.4754
8017,0.5397
8018,0.4922
8019,0.5231
8020,0.4607
8021,0.5501
8022,0.4567
8023,0.5270
8024,0.4822
8025,0.5340
8026,0.4903
8027,0.5788
8028,0.5206
8029,0.5326
8030,0.4093
8031,0.5215
8032,0.4795
8033,0.4559
8034,0.5225
8035,0.6250
8036,0.5235
8037,0.5759
8038,0.4998
8039,0.5599
8040,0.3981
8041,0.5013
8042,0.5553
8043,0.4597
8044,0.4451
8045,0.4727
8046,0.3826
8047,0.4080
8048,0.4307
8049,0.4519
8050,0.4826
8051,0.4318
8052,0.5122
8053,0.5575
8054,0.4605
8055,0.3865
8056,0.5268
8057,0.5534
8058,0.3887
8059,0.5394
8060,0.4089
8061,0.5075
8062,0.4052
8063,0.5213
8064,0.4844
8065,0.5001
8066,0.4784
8067,0.5165
8068,0.5133
8069,0.5860
8070,0.4170
8071,0.5238
8072,0.5270
8073,0.4545
8074,0.3851
8075,0.4354
8076,0.6105
8077,0.4013
8078,0.5144
8079,0.5440
8080,0.6032
8081,0.4682
8082,0.4400
8083,0.5944
8084,0.5422
8085,0.4957
8086,0.5373
8087,0.4986
8088,0.4870
8089,0.5104
8090,0.4879
8091,0.5297
8092,0.4501
8093,0.4929
8094,0.4922
8095,0.5244
8096,0.5455
8097,0.5629
8098,0.5523
8099,0.4634
8100,0.4830
8101,0.5179
8102,0.5499
8103,0.5819
8104,0.5131
8105,0.5093
8106,0.4676
8107,0.4509
8108,0.5261
8109,0.4391
8110,0.4939
8111,0.4950
8112,0.5004
8113,0.4665
8114,0.4432
8115,0.3883
8116,0.4194
8117,0.4516
8118,0.4329
8119,0.4622
8120,0.5125
8121,0.5558
8122,0.4142
8123,0.5296
8124,0.3759
8125,0.5312
8126,0.4851
8127,0.5645
8128,0.4596
8129,0.4073
8130,0.5017
8131,0.6255
8132,0.5585
8133,0.3498
8134,0.4893
8135,0.5709
8136,0.3794
8137,0.4015
8138,0.4052
8139,0.4337
8140,0.4808
8141,0.4873
8142,0.4572
8143,0.4947
8144,0.5503
8145,0.5920
8146,0.4680
8147,0.5008
8148,0.4559
8149,0.5531
8150,0.5302
8151,0.4572
8152,0.5141
8153,0.5870
8154,0.5126
8155,0.4800
8156,0.4798
8157,0.4075
8158,0.5138
8159,0.5758
8160,0.4545
8161,0.4889
8162,0.4006
8163,0.5260
8164,0.5050
8165,0.5811
8166,0.5273
8167,0.5146
8168,0.5590
8169,0.5956
8170,0.5060
8171,0.4855
8172,0.5005
8173,0.5709
8174,0.4542
8175,0.4426
8176,0.5597
8177,0.4816
8178,0.5430
8179,0.6158
8180,0.5124
8181,0.4728
8182,0.5399
8183,0.4523
8184,0.3441
8185,0.5087
8186,0.4659
8187,0.3700
8188,0.4651
8189,0.5096
8190,0.5227
8191,0.4649
8192,0.5594
8193,0.5826
8194,0.5266
8195,0.4798
8196,0.5670
8197,0.4647
8198,0.4228
8199,0.4466
8200,0.5210
8201,0.4637
8202,0.5108
8203,0.5167
8204,0.5316
8205,0.5331
8206,0.4846
8207,0.4189
8208,0.5795
8209,0.5478
8210,0.5144
8211,0.5837
8212,0.4152
8213,0.5246
8214,0.5302
8215,0.4369
8216,0.4296
8217,0.5580
8218,0.5723
8219,0.4698
8220,0.5095
8221,0.4386
8222,0.4603
8223,0.5005
8224,0.5035
8225,0.5012
8226,0.5534
8227,0.4534
8228,0.4283
8229,0.4759
8230,0.5055
8231,0.4755
8232,0.5261
8233,0.6274
8234,0.4792
8235,0.4647
8236,0.4825
8237,0.5460
8238,0.4987
8239,0.4493
8240,0.4270
8241,0.5752
8242,0.4035
8243,0.4529
8244,0.4804
8245,0.4881
8246,0.3941
8247,0.5126
8248,0.4912
8249,0.5894
8250,0.6271
8251,0.4659
8252,0.5104
8253,0.3763
8254,0.4273
8255,0.5210
8256,0.5642
8257,0.4457
8258,0.6035
8259,0.5119
8260,0.5603
8261,0.5262
8262,0.5815
8263,0.5230
8264,0.5444
8265,0.4604
8266,0.4272
8267,0.5296
8268,0.4494
8269,0.4909
8270,0.4781
8271,0.4551
8272,0.5805
8273,0.4307
8274,0.3963
8275,0.4682
8276,0.4977
8277,0.5443
8278,0.5697
8279,0.5668
8280,0.5222
8281,0.5090
8282,0.4756
8283,0.4617
8284,0.3844
8285,0.5242
8286,0.5672
8287,0.5044
8288,0.5310
8289,0.5365
8290,0.4238
8291,0.5006
8292,0.4684
8293,0.4087
8294,0.5565
8295,0.4771
8296,0.5065
8297,0.4658
8298,0.4672
8299,0.5413
8300,0.4588
8301,0.5285
8302,0.5514
8303,0.4776
8304,0.5617
8305,0.4970
8306,0.3936
8307,0.4868
8308,0.5510
8309,0.5004
8310,0.4036
8311,0.5114
8312,0.5217
8313,0.4787
8314,0.5711
8315,0.5022
8316,0.4584
8317,0.4507
8318,0.4438
8319,0.5148
8320,0.5061
8321,0.5371
8322,0.5874
8323,0.3846
8324,0.4294
8325,0.5302
8326,0.5270
8327,0.5122
8328,0.4527
8329,0.4486
8330,0.5080
8331,0.4900
8332,0.5237
8333,0.5980
8334,0.5146
8335,0.4932
8336,0.5600
8337,0.5663
8338,0.5385
8339,0.4355
8340,0.5741
8341,0.5823
8342,0.4808
8343,0.4258
8344,0.4411
8345,0.4822
8346,0.4065
8347,0.6007
8348,0.4687
8349,0.4544
8350,0.5926
8351,0.4703
8352,0.4386
8353,0.5575
8354,0.5481
8355,0.4790
8356,0.4976
8357,0.5130
8358,0.5945
8359,0.4382
8360,0.4803
8361,0.5168
8362,0.3688
8363,0.4436
8364,0.4743
8365,0.5049
8366,0.4773
8367,0.4692
8368,0.4797
8369,0.5470
8370,0.4940
8371,0.4669
8372,0.5324
8373,0.5341
8374,0.4166
8375,0.4768
8376,0.4667
8377,0.3900
8378,0.4994
8379,0.4494
8380,0.4626
8381,0.4759
8382,0.4528
8383,0.4720
8384,0.5584
8385,0.5128
8386,0.3754
8387,0.5831
8388,0.4923
8389,0.5838
8390,0.4663
8391,0.3658
8392,0.4894
8393,0.4365
8394,0.5429
8395,0.4233
8396,0.5791
8397,0.5177
8398,0.4922
8399,0.5469
8400,0.4851
8401,0.5735
8402,0.6136
8403,0.4359
8404,0.4672
8405,0.4905
8406,0.6113
8407,0.4388
8408,0.5338
8409,0.4923
8410,0.4245
8411,0.5111
8412,0.5425
8413,0.5131
8414,0.5050
8415,0.5533
8416,0.4621
8417,0.5324
8418,0.5162
8419,0.5495
8420,0.4980
8421,0.4235
8422,0.5118
8423,0.4868
8424,0.4592
8425,0.5175
8426,0.4647
8427,0.4243
8428,0.4179
8429,0.5533
8430,0.5434
8431,0.5260
8432,0.4912
8433,0.4984
8434,0.4753
8435,0.5402
8436,0.5063
8437,0.5370
8438,0.5626
8439,0.5998
8440,0.4592
8441,0.5837
8442,0.5817
8443,0.4354
8444,0.5322
8445,0.5657
8446,0.5271
8447,0.5718
8448,0.5266
8449,0.5465
8450,0.5347
8451,0.4871
8452,0.5802
8453,0.4536
8454,0.5043
8455,0.5431
8456,0.4651
8457,0.4715
8458,0.5386
8459,0.5299
8460,0.4043
8461,0.5278
8462,0.4737
8463,0.4793
8464,0.5485
8465,0.5351
8466,0.3967
8467,0.5817
8468,0.4792
8469,0.4228
8470,0.5495
8471,0.4325
8472,0.5857
8473,0.4938
8474,0.4800
8475,0.4702
8476,0.5668
8477,0.4888
8478,0.5505
8479,0.5777
8480,0.5981
8481,0.5589
8482,0.5297
8483,0.4224
8484,0.5360
8485,0.5273
8486,0.4831
8487,0.5890
8488,0.5686
8489,0.4773
8490,0.4758
8491,0.4602
8492,0.5073
8493,0.5371
8494,0.4852
8495,0.4678
8496,0.5522
8497,0.3682
8498,0.5814
8499,0.5171
8500,0.4385
8501,0.4211
8502,0.4869
8503,0.4448
8504,0.5931
8505,0.4975
8506,0.4928
8507,0.4896
8508,0.4235
8509,0.5967
8510,0.4761
8511,0.5315
8512,0.5496
8513,0.5263
8514,0.6009
8515,0.5588
8516,0.5222
8517,0.4637
8518,0.4748
8519,0.4017
8520,0.4212
8521,0.5806
8522,0.5218
8523,0.5021
8524,0.5317
8525,0.4729
8526,0.4698
8527,0.5667
8528,0.4779
8529,0.3980
8530,0.5693
8531,0.4618
8532,0.4586
8533,0.5433
8534,0.3935
8535,0.4938
8536,0.5398
8537,0.4243
8538,0.4922
8539,0.5846
8540,0.5867
8541,0.4024
8542,0.4516
8543,0.5120
8544,0.5162
8545,0.4282
8546,0.4856
8547,0.4693
8548,0.4782
8549,0.4875
8550,0.5195
8551,0.4017
8552,0.4205
8553,0.4929
8554,0.4869
8555,0.5537
8556,0.3911
8557,0.5068
8558,0.4460
8559,0.5300
8560,0.5480
8561,0.4213
8562,0.4831
8563,0.5172
8564,0.5501
8565,0.4314
8566,0.5296
8567,0.5075
8568,0.3977
8569,0.5016
8570,0.5328
8571,0.5944
8572,0.6352
8573,0.5134
8574,0.4722
8575,0.4868
8576,0.4943
8577,0.4110
8578,0.3994
8579,0.5873
8580,0.3614
8581,0.5338
8582,0.5103
8583,0.5383
8584,0.4797
8585,0.5823
8586,0.4833
8587,0.4994
8588,0.4536
8589,0.4642
8590,0.4620
8591,0.4682
8592,0.4846
8593,0.5208
8594,0.4958
8595,0.4726
8596,0.5164
8597,0.5593
8598,0.4385
8599,0.5791
8600,0.4577
8601,0.4733
8602,0.4731
8603,0.4607
8604,0.4426
8605,0.4845
8606,0.5080
8607,0.5409
8608,0.5747
8609,0.5439
8610,0.5393
8611,0.5298
8612,0.4920
8613,0.5846
8614,0.4846
8615,0.5088
8616,0.4937
8617,0.5356
8618,0.4648
8619,0.5739
8620,0.4539
8621,0.5373
8622,0.4333
8623,0.5253
8624,0.4850
8625,0.4137
8626,0.4535
8627,0.4990
8628,0.5808
8629,0.4220
8630,0.5170
8631,0.5608
8632,0.4578
8633,0.5853
8634,0.5823
8635,0.4832
8636,0.5209
8637,0.4582
8638,0.4451
8639,0.3932
8640,0.5878
8641,0.5575
8642,0.6020
8643,0.5063
8644,0.4964
8645,0.5433
8646,0.5039
8647,0.4922
8648,0.4702
8649,0.5171
8650,0.4540
8651,0.5361
8652,0.5196
8653,0.4730
8654,0.5332
8655,0.4442
8656,0.5027
8657,0.4087
8658,0.5596
8659,0.5060
8660,0.4604
8661,0.5103
8662,0.4365
8663,0.3919
8664,0.4525
8665,0.5454
8666,0.5074
8667,0.3868
8668,0.4870
8669,0.4607
8670,0.4693
8671,0.4467
8672,0.4860
8673,0.4362
8674,0.4718
8675,0.4897
8676,0.4878
8677,0.5040
8678,0.5353
8679,0.5517
8680,0.5271
8681,0.4388
8682,0.4974
8683,0.4930
8684,0.4998
8685,0.5082
8686,0.3864
8687,0.5655
8688,0.5570
8689,0.4336
8690,0.4224
8691,0.5239
8692,0.6345
8693,0.4859
8694,0.5670
8695,0.5433
8696,0.4532
8697,0.5459
8698,0.4586
8699,0.5327
8700,0.5808
8701,0.4671
8702,0.4867
8703,0.4027
8704,0.4962
8705,0.5109
8706,0.4799
8707,0.5459
8708,0.4684
8709,0.4124
8710,0.5301
8711,0.5555
8712,0.4522
8713,0.5682
8714,0.5612
8715,0.4736
8716,0.5269
8717,0.5236
8718,0.5839
8719,0.3876
8720,0.4872
8721,0.5941
8722,0.3992
8723,0.4500
8724,0.4547
8725,0.5444
8726,0.4923
8727,0.5170
8728,0.4866
8729,0.4078
8730,0.4146
8731,0.5244
8732,0.4374
8733,0.4912
8734,0.5655
8735,0.4164
8736,0.5073
8737,0.5528
8738,0.5528
8739,0.5333
8740,0.5553
8741,0.4937
8742,0.5833
8743,0.4828
8744,0.4808
8745,0.4739
8746,0.4809
8747,0.4360
8748,0.5424
8749,0.4869
8750,0.5698
8751,0.5323
8752,0.5654
8753,0.6339
8754,0.5322
8755,0.5264
8756,0.5675
8757,0.5391
8758,0.4772
8759,0.4600
8760,0.4361
8761,0.5021
8762,0.6180
8763,0.5594
8764,0.4674
8765,0.5216
8766,0.4560
8767,0.4491
8768,0.4533
8769,0.5239
8770,0.5595
8771,0.4981
8772,0.4829
8773,0.5202
8774,0.3888
8775,0.5259
8776,0.4270
8777,0.4434
8778,0.4778
8779,0.4416
8780,0.4294
8781,0.5553
8782,0.4773
8783,0.5166
8784,0.5086
8785,0.4880
8786,0.5123
8787,0.4446
8788,0.4558
8789,0.4420
8790,0.4197
8791,0.4693
8792,0.3954
8793,0.5436
8794,0.4393
8795,0.5131
8796,0.6332
8797,0.5381
8798,0.5636
8799,0.4929
8800,0.4123
8801,0.4959
8802,0.5057
8803,0.5236
8804,0.4929
8805,0.4132
8806,0.4502
8807,0.4548
8808,0.5060
8809,0.5881
8810,0.6012
8811,0.4526
8812,0.4855
8813,0.4897
8814,0.4806
8815,0.5011
8816,0.4630
8817,0.5113
8818,0.4341
8819,0.5276
8820,0.3633
8821,0.4518
8822,0.5712
8823,0.4974
8824,0.5191
8825,0.5646
8826,0.5421
8827,0.3729
8828,0.5175
8829,0.5435
8830,0.4968
8831,0.5615
8832,0.4820
8833,0.4587
8834,0.4647
8835,0.5187
8836,0.4583
8837,0.3895
8838,0.5080
8839,0.5603
8840,0.3902
8841,0.4568
8842,0.5471
8843,0.6499
8844,0.5373
8845,0.5112
8846,0.4560
8847,0.5070
8848,0.4870
8849,0.4122
8850,0.4930
8851,0.4572
8852,0.4826
8853,0.4970
8854,0.4622
8855,0.4734
8856,0.4555
8857,0.5850
8858,0.5060
8859,0.5099
8860,0.4556
8861,0.4330
8862,0.5141
8863,0.5287
